tag,step,value,wall_time
RecNet/train_loss,0,1.4216309785842896,1771134040.5124104
RecNet/train_loss,1,0.9890305995941162,1771134056.2033925
RecNet/train_loss,2,0.8870663046836853,1771134071.7362716
RecNet/train_loss,3,0.805372953414917,1771134087.1039655
RecNet/train_loss,4,0.7448128461837769,1771134102.0418105
RecNet/train_loss,5,0.6844760179519653,1771134118.4987633
RecNet/train_loss,6,0.623196542263031,1771134133.6068523
RecNet/train_loss,7,0.5735707879066467,1771134148.0491767
RecNet/train_loss,8,0.5301928520202637,1771134162.632089
RecNet/train_loss,9,0.4970915615558624,1771134176.854358
RecNet/train_loss,10,0.4712114632129669,1771134191.9366057
RecNet/train_loss,11,0.4488600492477417,1771134206.542322
RecNet/train_loss,12,0.4261004328727722,1771134220.9084873
RecNet/train_loss,13,0.40902531147003174,1771134234.2745638
RecNet/train_loss,14,0.3930083215236664,1771134248.8650153
RecNet/train_loss,15,0.3839283585548401,1771134262.3124795
RecNet/train_loss,16,0.36310094594955444,1771134276.488008
RecNet/train_loss,17,0.35033291578292847,1771134291.833305
RecNet/train_loss,18,0.3370516002178192,1771134306.9290829
RecNet/train_loss,19,0.3230055868625641,1771134319.6927958
RecNet/train_loss,20,0.312650591135025,1771134332.4623985
RecNet/train_loss,21,0.29959264397621155,1771134346.6561198
RecNet/train_loss,22,0.28909415006637573,1771134361.2338452
RecNet/train_loss,23,0.27731433510780334,1771134376.4958713
RecNet/train_loss,24,0.2669863998889923,1771134392.0079708
RecNet/train_loss,25,0.25857606530189514,1771134407.6884665
RecNet/train_loss,26,0.24877913296222687,1771134419.5042663
RecNet/train_loss,27,0.23954637348651886,1771134434.9618542
RecNet/train_loss,28,0.229728102684021,1771134449.665897
RecNet/train_loss,29,0.22301235795021057,1771134461.5539317
RecNet/train_loss,30,0.2165195643901825,1771134477.3420124
RecNet/train_loss,31,0.20743632316589355,1771134492.113756
RecNet/train_loss,32,0.20014415681362152,1771134507.6596851
RecNet/train_loss,33,0.19419854879379272,1771134521.5907571
RecNet/train_loss,34,0.18888673186302185,1771134536.8651211
RecNet/train_loss,35,0.18102477490901947,1771134552.8035755
RecNet/train_loss,36,0.17611002922058105,1771134567.2814472
RecNet/train_loss,37,0.16913080215454102,1771134583.1675076
RecNet/train_loss,38,0.1657983958721161,1771134598.0634553
RecNet/train_loss,39,0.15871311724185944,1771134612.5716007
RecNet/train_accuracy,0,61.624794006347656,1771134040.5124469
RecNet/train_accuracy,1,72.56891632080078,1771134056.2034283
RecNet/train_accuracy,2,75.8907241821289,1771134071.7363067
RecNet/train_accuracy,3,78.28616333007812,1771134087.104006
RecNet/train_accuracy,4,79.69469451904297,1771134102.041851
RecNet/train_accuracy,5,81.05604553222656,1771134118.4987981
RecNet/train_accuracy,6,82.28094482421875,1771134133.606896
RecNet/train_accuracy,7,83.41865539550781,1771134148.0492127
RecNet/train_accuracy,8,84.39324188232422,1771134162.632115
RecNet/train_accuracy,9,85.33910369873047,1771134176.8543851
RecNet/train_accuracy,10,85.9053955078125,1771134191.936631
RecNet/train_accuracy,11,86.51168823242188,1771134206.542347
RecNet/train_accuracy,12,87.15287017822266,1771134220.9085186
RecNet/train_accuracy,13,87.68632507324219,1771134234.2745895
RecNet/train_accuracy,14,88.08744812011719,1771134248.8650446
RecNet/train_accuracy,15,88.48754119873047,1771134262.3125062
RecNet/train_accuracy,16,89.1677017211914,1771134276.4880502
RecNet/train_accuracy,17,89.58728790283203,1771134291.8333356
RecNet/train_accuracy,18,90.0776596069336,1771134306.9291162
RecNet/train_accuracy,19,90.54443359375,1771134319.6928241
RecNet/train_accuracy,20,90.85527801513672,1771134332.462425
RecNet/train_accuracy,21,91.42464447021484,1771134346.656154
RecNet/train_accuracy,22,91.7129135131836,1771134361.2338874
RecNet/train_accuracy,23,92.15609741210938,1771134376.4959135
RecNet/train_accuracy,24,92.54080200195312,1771134392.007999
RecNet/train_accuracy,25,92.81061553955078,1771134407.6884987
RecNet/train_accuracy,26,93.21481323242188,1771134419.504307
RecNet/train_accuracy,27,93.45281219482422,1771134434.9618835
RecNet/train_accuracy,28,93.8426513671875,1771134449.6659257
RecNet/train_accuracy,29,94.11758422851562,1771134461.5539725
RecNet/train_accuracy,30,94.32789611816406,1771134477.3420403
RecNet/train_accuracy,31,94.6674575805664,1771134492.1137908
RecNet/train_accuracy,32,94.92597961425781,1771134507.6597116
RecNet/train_accuracy,33,95.18347930908203,1771134521.590793
RecNet/train_accuracy,34,95.39891815185547,1771134536.8651538
RecNet/train_accuracy,35,95.6738510131836,1771134552.8036094
RecNet/train_accuracy,36,95.79592895507812,1771134567.2814875
RecNet/train_accuracy,37,96.09036254882812,1771134583.1675403
RecNet/train_accuracy,38,96.23809051513672,1771134598.0634892
RecNet/train_accuracy,39,96.5396957397461,1771134612.5716443
RecNet/test_accuracy_epoch,4,0.5839999914169312,1771134102.4936569
RecNet/test_accuracy_epoch,9,0.5960000157356262,1771134177.2323265
RecNet/test_accuracy_epoch,14,0.6439999938011169,1771134249.244689
RecNet/test_accuracy_epoch,19,0.6389999985694885,1771134320.0738084
RecNet/test_accuracy_epoch,24,0.6349999904632568,1771134392.390876
RecNet/test_accuracy_epoch,29,0.6370000243186951,1771134462.1484525
RecNet/test_accuracy_epoch,34,0.6209999918937683,1771134537.2388968
RecNet/test_accuracy_epoch,39,0.6370000243186951,1771134612.942992
RecNet/test_auc_epoch,4,0.8972640037536621,1771134102.4936779
RecNet/test_auc_epoch,9,0.8918066620826721,1771134177.2323616
RecNet/test_auc_epoch,14,0.9021653532981873,1771134249.2447085
RecNet/test_auc_epoch,19,0.8900466561317444,1771134320.0738285
RecNet/test_auc_epoch,24,0.8812239766120911,1771134392.390896
RecNet/test_auc_epoch,29,0.8847060203552246,1771134462.1484752
RecNet/test_auc_epoch,34,0.8734566569328308,1771134537.2389162
RecNet/test_auc_epoch,39,0.8795040249824524,1771134612.943012
RecNet/test_accuracy,0,0.6370000243186951,1771134612.9431517
