tag,step,value,wall_time
RecNet/train_loss,0,0.5583367347717285,1771161080.5438538
RecNet/train_loss,1,0.3739190995693207,1771161087.8737266
RecNet/train_loss,2,0.3593590557575226,1771161101.7231834
RecNet/train_loss,3,0.34854185581207275,1771161118.6251874
RecNet/train_loss,4,0.3389922082424164,1771161136.2575278
RecNet/train_loss,5,0.33202075958251953,1771161146.4869254
RecNet/train_loss,6,0.32666242122650146,1771161173.1720815
RecNet/train_loss,7,0.32218459248542786,1771161198.310251
RecNet/train_loss,8,0.31908032298088074,1771161223.2729278
RecNet/train_loss,9,0.3166942596435547,1771161249.1082795
RecNet/train_loss,10,0.31473368406295776,1771161274.8657894
RecNet/train_loss,11,0.31300756335258484,1771161297.6827664
RecNet/train_loss,12,0.3111991584300995,1771161320.2556903
RecNet/train_loss,13,0.30967292189598083,1771161343.0765595
RecNet/train_loss,14,0.3083016872406006,1771161368.0524464
RecNet/train_loss,15,0.3072628974914551,1771161392.6769624
RecNet/train_loss,16,0.30663061141967773,1771161417.1678953
RecNet/train_loss,17,0.3057731091976166,1771161447.9221773
RecNet/train_loss,18,0.3052826225757599,1771161475.0483212
RecNet/train_loss,19,0.3050376772880554,1771161500.713773
RecNet/train_loss,20,0.3044680953025818,1771161528.9850602
RecNet/train_loss,21,0.30421966314315796,1771161551.9174008
RecNet/train_loss,22,0.3039272129535675,1771161578.2890804
RecNet/train_loss,23,0.3038124740123749,1771161609.0768566
RecNet/train_loss,24,0.30337128043174744,1771161639.1924822
RecNet/train_loss,25,0.30343639850616455,1771161662.4020045
RecNet/train_loss,26,0.3033730983734131,1771161681.238791
RecNet/train_loss,27,0.30299994349479675,1771161704.5977485
RecNet/train_loss,28,0.30288171768188477,1771161727.5715137
RecNet/train_loss,29,0.30241847038269043,1771161752.6479943
RecNet/train_loss,30,0.3023476004600525,1771161777.5769777
RecNet/train_loss,31,0.30219075083732605,1771161802.662056
RecNet/train_loss,32,0.30207401514053345,1771161827.552208
RecNet/train_loss,33,0.3018222749233246,1771161853.1738915
RecNet/train_loss,34,0.3017727732658386,1771161878.2772093
RecNet/train_loss,35,0.30151864886283875,1771161904.2351575
RecNet/train_loss,36,0.30124932527542114,1771161927.987219
RecNet/train_loss,37,0.30105751752853394,1771161950.8519883
RecNet/train_loss,38,0.30085986852645874,1771161977.1904945
RecNet/train_loss,39,0.30059298872947693,1771162002.109911
RecNet/train_accuracy,0,84.064208984375,1771161080.543915
RecNet/train_accuracy,1,88.69876861572266,1771161087.8737833
RecNet/train_accuracy,2,88.86133575439453,1771161101.7232635
RecNet/train_accuracy,3,89.02253723144531,1771161118.6252472
RecNet/train_accuracy,4,89.064208984375,1771161136.2575707
RecNet/train_accuracy,5,89.19330596923828,1771161146.4869733
RecNet/train_accuracy,6,89.30738067626953,1771161173.172153
RecNet/train_accuracy,7,89.4405746459961,1771161198.3103323
RecNet/train_accuracy,8,89.54576873779297,1771161223.2730112
RecNet/train_accuracy,9,89.48702239990234,1771161249.1084018
