tag,step,value,wall_time
RecNet/train_loss,0,1.2915838956832886,1771132764.1898177
RecNet/train_loss,1,0.9411124587059021,1771132780.5663235
RecNet/train_loss,2,0.8500791788101196,1771132795.3410676
RecNet/train_loss,3,0.7923787832260132,1771132809.0411916
RecNet/train_loss,4,0.7357363104820251,1771132823.8958142
RecNet/train_loss,5,0.6809057593345642,1771132839.6507738
RecNet/train_loss,6,0.6220832467079163,1771132855.3313074
RecNet/train_loss,7,0.5712904930114746,1771132871.3847842
RecNet/train_loss,8,0.5259183049201965,1771132887.560148
RecNet/train_loss,9,0.49674102663993835,1771132902.1957662
RecNet/train_loss,10,0.4675254821777344,1771132917.6838155
RecNet/train_loss,11,0.44564351439476013,1771132932.6885455
RecNet/train_loss,12,0.42837780714035034,1771132948.1428168
RecNet/train_loss,13,0.4089888036251068,1771132963.8162117
RecNet/train_loss,14,0.3933779299259186,1771132979.3627968
RecNet/train_loss,15,0.3807893991470337,1771132995.94699
RecNet/train_loss,16,0.3671858310699463,1771133011.2024174
RecNet/train_loss,17,0.35645559430122375,1771133027.0530117
RecNet/train_loss,18,0.34278953075408936,1771133042.5991025
RecNet/train_loss,19,0.332636296749115,1771133057.9730814
RecNet/train_loss,20,0.32253533601760864,1771133074.2112901
RecNet/train_loss,21,0.31028661131858826,1771133090.3127565
RecNet/train_loss,22,0.3011859655380249,1771133106.4277465
RecNet/train_loss,23,0.2904471755027771,1771133122.436594
RecNet/train_loss,24,0.28230971097946167,1771133137.6617963
RecNet/train_loss,25,0.27192655205726624,1771133153.3767703
RecNet/train_loss,26,0.26425909996032715,1771133167.651922
RecNet/train_loss,27,0.25504070520401,1771133183.1700723
RecNet/train_loss,28,0.24633465707302094,1771133197.9117112
RecNet/train_loss,29,0.2397448718547821,1771133211.7918692
RecNet/train_loss,30,0.23065991699695587,1771133227.9783955
RecNet/train_loss,31,0.22230592370033264,1771133243.7699635
RecNet/train_loss,32,0.21633364260196686,1771133259.273639
RecNet/train_loss,33,0.20822560787200928,1771133275.1433377
RecNet/train_loss,34,0.20483815670013428,1771133289.1439037
RecNet/train_loss,35,0.1985444724559784,1771133305.9255364
RecNet/train_loss,36,0.18750488758087158,1771133322.075068
RecNet/train_loss,37,0.18514646589756012,1771133337.7772927
RecNet/train_loss,38,0.1812860518693924,1771133352.5841715
RecNet/train_loss,39,0.17218619585037231,1771133368.2410092
RecNet/train_accuracy,0,66.10072326660156,1771132764.1898532
RecNet/train_accuracy,1,78.3815689086914,1771132780.566374
RecNet/train_accuracy,2,80.87138366699219,1771132795.3411162
RecNet/train_accuracy,3,82.22863006591797,1771132809.0412343
RecNet/train_accuracy,4,83.17243957519531,1771132823.8958492
RecNet/train_accuracy,5,83.90389251708984,1771132839.6508079
RecNet/train_accuracy,6,84.536865234375,1771132855.331335
RecNet/train_accuracy,7,85.18112182617188,1771132871.3848124
RecNet/train_accuracy,8,85.79460144042969,1771132887.5601923
RecNet/train_accuracy,9,86.20700073242188,1771132902.195793
RecNet/train_accuracy,10,86.75585174560547,1771132917.6838439
RecNet/train_accuracy,11,87.15184020996094,1771132932.6885736
RecNet/train_accuracy,12,87.583740234375,1771132948.1428628
RecNet/train_accuracy,13,88.0412826538086,1771132963.816246
RecNet/train_accuracy,14,88.44548034667969,1771132979.3628268
RecNet/train_accuracy,15,88.84557342529297,1771132995.9470174
RecNet/train_accuracy,16,89.23541259765625,1771133011.2024605
RecNet/train_accuracy,17,89.62422180175781,1771133027.053038
RecNet/train_accuracy,18,89.9812240600586,1771133042.599145
RecNet/train_accuracy,19,90.32079315185547,1771133057.9731102
RecNet/train_accuracy,20,90.68292999267578,1771133074.2113352
RecNet/train_accuracy,21,91.08097076416016,1771133090.312802
RecNet/train_accuracy,22,91.46363067626953,1771133106.427789
RecNet/train_accuracy,23,91.74266815185547,1771133122.4366186
RecNet/train_accuracy,24,92.08428955078125,1771133137.6618304
RecNet/train_accuracy,25,92.52644348144531,1771133153.3767986
RecNet/train_accuracy,26,92.74392700195312,1771133167.6519496
RecNet/train_accuracy,27,93.1317138671875,1771133183.1701183
RecNet/train_accuracy,28,93.45281219482422,1771133197.911754
RecNet/train_accuracy,29,93.72570037841797,1771133211.7919128
RecNet/train_accuracy,30,93.93805694580078,1771133227.978437
RecNet/train_accuracy,31,94.34225463867188,1771133243.7700112
RecNet/train_accuracy,32,94.62334442138672,1771133259.273666
RecNet/train_accuracy,33,94.85211944580078,1771133275.1433618
RecNet/train_accuracy,34,95.0060043334961,1771133289.1439373
RecNet/train_accuracy,35,95.2286148071289,1771133305.9255662
RecNet/train_accuracy,36,95.63691711425781,1771133322.075093
RecNet/train_accuracy,37,95.74668884277344,1771133337.777322
RecNet/train_accuracy,38,95.88928985595703,1771133352.5841992
