tag,step,value,wall_time
RecNet/train_loss,0,0.6281834244728088,1771160436.0064874
RecNet/train_loss,1,0.41918838024139404,1771160443.2260659
RecNet/train_loss,2,0.40234723687171936,1771160450.561668
RecNet/train_loss,3,0.3937276303768158,1771160457.6837466
RecNet/train_loss,4,0.38845503330230713,1771160464.8898947
RecNet/train_loss,5,0.38477060198783875,1771160472.26965
RecNet/train_loss,6,0.38189423084259033,1771160479.3752728
RecNet/train_loss,7,0.3796766698360443,1771160486.5115697
RecNet/train_loss,8,0.3775818347930908,1771160500.629464
RecNet/train_loss,9,0.3756265342235565,1771160526.0287542
RecNet/train_loss,10,0.3742005527019501,1771160533.8238802
RecNet/train_loss,11,0.37306129932403564,1771160541.5548487
RecNet/train_loss,12,0.37175846099853516,1771160548.9558854
RecNet/train_loss,13,0.3706953525543213,1771160557.1935363
RecNet/train_loss,14,0.3702227771282196,1771160566.0284877
RecNet/train_loss,15,0.3693682849407196,1771160573.9311097
RecNet/train_loss,16,0.36878255009651184,1771160586.8897305
RecNet/train_loss,17,0.3683362901210785,1771160602.9596405
RecNet/train_loss,18,0.36777493357658386,1771160611.25505
RecNet/train_loss,19,0.36714857816696167,1771160633.8358328
RecNet/train_loss,20,0.36680108308792114,1771160659.08821
RecNet/train_loss,21,0.3662830591201782,1771160683.8147674
RecNet/train_loss,22,0.365863174200058,1771160708.6446311
RecNet/train_loss,23,0.36557909846305847,1771160734.81032
RecNet/train_loss,24,0.36514192819595337,1771160759.3691874
RecNet/train_loss,25,0.365177184343338,1771160767.594667
RecNet/train_loss,26,0.36489927768707275,1771160786.945185
RecNet/train_loss,27,0.36455920338630676,1771160796.6241698
RecNet/train_loss,28,0.36423835158348083,1771160821.8399706
RecNet/train_loss,29,0.36409029364585876,1771160848.7312202
RecNet/train_loss,30,0.3639744520187378,1771160869.14079
RecNet/train_loss,31,0.3637390434741974,1771160886.4334514
RecNet/train_loss,32,0.3635701537132263,1771160911.7780132
RecNet/train_loss,33,0.3634430170059204,1771160937.4718063
RecNet/train_loss,34,0.3632110059261322,1771160963.507474
RecNet/train_loss,35,0.36325353384017944,1771160990.4508984
RecNet/train_loss,36,0.3630075454711914,1771161015.3318615
RecNet/train_loss,37,0.3627903163433075,1771161023.8870986
RecNet/train_loss,38,0.3626455068588257,1771161042.562371
RecNet/train_loss,39,0.3623787760734558,1771161067.354913
RecNet/train_accuracy,0,83.24317169189453,1771160436.00655
RecNet/train_accuracy,1,88.1270523071289,1771160443.22612
RecNet/train_accuracy,2,88.26092529296875,1771160450.5617197
RecNet/train_accuracy,3,88.30191040039062,1771160457.6838129
RecNet/train_accuracy,4,88.28620147705078,1771160464.8899388
RecNet/train_accuracy,5,88.28141784667969,1771160472.2696922
RecNet/train_accuracy,6,88.25751495361328,1771160479.3753176
RecNet/train_accuracy,7,88.20833587646484,1771160486.5116117
RecNet/train_accuracy,8,88.16120147705078,1771160500.629529
RecNet/train_accuracy,9,88.14685821533203,1771160526.0288203
RecNet/train_accuracy,10,88.14139556884766,1771160533.8239214
RecNet/train_accuracy,11,88.13388061523438,1771160541.5548885
RecNet/train_accuracy,12,88.12568664550781,1771160548.9559243
RecNet/train_accuracy,13,88.125,1771160557.1935918
RecNet/train_accuracy,14,88.08879852294922,1771160566.0285544
RecNet/train_accuracy,15,88.10929107666016,1771160573.9311478
RecNet/train_accuracy,16,88.10246276855469,1771160586.889798
RecNet/train_accuracy,17,88.17076873779297,1771160602.9596806
RecNet/train_accuracy,18,88.15300750732422,1771160611.2550921
RecNet/train_accuracy,19,88.19467163085938,1771160633.8359177
RecNet/train_accuracy,20,88.17144775390625,1771160659.088291
RecNet/train_accuracy,21,88.1939926147461,1771160683.814861
RecNet/train_accuracy,22,88.25273132324219,1771160708.6447215
RecNet/train_accuracy,23,88.2144775390625,1771160734.8104372
RecNet/train_accuracy,24,88.23155975341797,1771160759.3692782
RecNet/train_accuracy,25,88.22950744628906,1771160767.5947125
RecNet/train_accuracy,26,88.25068664550781,1771160786.9452298
RecNet/train_accuracy,27,88.23565673828125,1771160796.6242511
RecNet/train_accuracy,28,88.25682830810547,1771160821.8400426
RecNet/train_accuracy,29,88.28620147705078,1771160848.7314274
RecNet/train_accuracy,30,88.30327606201172,1771160869.1409118
RecNet/train_accuracy,31,88.29371643066406,1771160886.4335463
RecNet/train_accuracy,32,88.31967163085938,1771160911.7781112
RecNet/train_accuracy,33,88.33606719970703,1771160937.4718957
RecNet/train_accuracy,34,88.28756713867188,1771160963.5075636
RecNet/train_accuracy,35,88.26912689208984,1771160990.4509695
RecNet/train_accuracy,36,88.2834701538086,1771161015.3319173
