tag,step,value,wall_time
RecNet/train_loss,0,1.0958908796310425,1771125248.240799
RecNet/train_loss,1,0.5527531504631042,1771125266.7874312
RecNet/train_loss,2,0.4475954473018646,1771125284.6803477
RecNet/train_loss,3,0.34062662720680237,1771125302.448037
RecNet/train_loss,4,0.2388441115617752,1771125321.0934017
RecNet/train_loss,5,0.18208669126033783,1771125341.814325
RecNet/train_loss,6,0.15240123867988586,1771125360.8089817
RecNet/train_loss,7,0.13798454403877258,1771125379.870876
RecNet/train_loss,8,0.1259579062461853,1771125398.4344287
RecNet/train_loss,9,0.11360270529985428,1771125417.0421336
RecNet/train_loss,10,0.10720402747392654,1771125437.7833433
RecNet/train_loss,11,0.10052167624235153,1771125456.13906
RecNet/train_loss,12,0.0931636169552803,1771125474.9547522
RecNet/train_loss,13,0.0882333517074585,1771125493.7101772
RecNet/train_loss,14,0.08077343553304672,1771125512.6724532
RecNet/train_loss,15,0.0789700374007225,1771125533.5125985
RecNet/train_loss,16,0.07209036499261856,1771125552.0764942
RecNet/train_loss,17,0.07250864803791046,1771125570.3401318
RecNet/train_loss,18,0.06824658066034317,1771125589.589769
RecNet/train_loss,19,0.061277881264686584,1771125608.5966942
RecNet/train_loss,20,0.06158927455544472,1771125629.7285085
RecNet/train_loss,21,0.06104756519198418,1771125647.7099423
RecNet/train_loss,22,0.05473985895514488,1771125666.5719485
RecNet/train_loss,23,0.0515175461769104,1771125685.476226
RecNet/train_loss,24,0.055281274020671844,1771125703.8054667
RecNet/train_loss,25,0.04877448081970215,1771125724.6345272
RecNet/train_loss,26,0.04879751428961754,1771125742.7801082
RecNet/train_loss,27,0.04642820358276367,1771125760.2009532
RecNet/train_loss,28,0.04600612074136734,1771125778.5066042
RecNet/train_loss,29,0.04151274263858795,1771125796.4918592
RecNet/train_loss,30,0.04245245084166527,1771125816.8594582
RecNet/train_loss,31,0.03808512166142464,1771125835.621004
RecNet/train_loss,32,0.04000081121921539,1771125854.18496
RecNet/train_loss,33,0.03940826654434204,1771125872.8232465
RecNet/train_loss,34,0.03450217470526695,1771125891.4586582
RecNet/train_loss,35,0.03636973723769188,1771125910.9704633
RecNet/train_loss,36,0.03833792731165886,1771125929.820309
RecNet/train_loss,37,0.03166397288441658,1771125948.1699405
RecNet/train_loss,38,0.02793474867939949,1771125965.7161605
RecNet/train_loss,39,0.04265536367893219,1771125984.3727837
RecNet/train_accuracy,0,86.6866683959961,1771125248.240834
RecNet/train_accuracy,1,95.63333129882812,1771125266.7874613
RecNet/train_accuracy,2,96.91166687011719,1771125284.6803765
RecNet/train_accuracy,3,97.59166717529297,1771125302.448073
RecNet/train_accuracy,4,98.20833587646484,1771125321.093427
RecNet/train_accuracy,5,98.61333465576172,1771125341.8143497
RecNet/train_accuracy,6,98.88166809082031,1771125360.8090055
RecNet/train_accuracy,7,98.99500274658203,1771125379.8709013
RecNet/train_accuracy,8,99.16166687011719,1771125398.4344609
RecNet/train_accuracy,9,99.30500030517578,1771125417.0421576
RecNet/train_accuracy,10,99.36833190917969,1771125437.783368
RecNet/train_accuracy,11,99.42500305175781,1771125456.1390848
RecNet/train_accuracy,12,99.50499725341797,1771125474.9547844
RecNet/train_accuracy,13,99.53166961669922,1771125493.7102025
RecNet/train_accuracy,14,99.66999816894531,1771125512.672479
RecNet/train_accuracy,15,99.59833526611328,1771125533.512623
RecNet/train_accuracy,16,99.73500061035156,1771125552.0765188
RecNet/train_accuracy,17,99.68333435058594,1771125570.3401558
RecNet/train_accuracy,18,99.71666717529297,1771125589.5897942
RecNet/train_accuracy,19,99.82666778564453,1771125608.5967183
RecNet/train_accuracy,20,99.74833679199219,1771125629.7285326
RecNet/train_accuracy,21,99.73833465576172,1771125647.7099714
RecNet/train_accuracy,22,99.84166717529297,1771125666.5719733
RecNet/train_accuracy,23,99.8550033569336,1771125685.4762502
RecNet/train_accuracy,24,99.78500366210938,1771125703.8054907
RecNet/train_accuracy,25,99.87166595458984,1771125724.6345513
RecNet/train_accuracy,26,99.84333038330078,1771125742.780132
RecNet/train_accuracy,27,99.87999725341797,1771125760.2009783
RecNet/train_accuracy,28,99.83833312988281,1771125778.5066292
RecNet/train_accuracy,29,99.9000015258789,1771125796.4918838
RecNet/train_accuracy,30,99.87166595458984,1771125816.8594828
RecNet/train_accuracy,31,99.94000244140625,1771125835.621029
RecNet/train_accuracy,32,99.86499786376953,1771125854.1849847
RecNet/train_accuracy,33,99.88166809082031,1771125872.8232703
RecNet/train_accuracy,34,99.94666290283203,1771125891.4586828
RecNet/train_accuracy,35,99.88500213623047,1771125910.9704878
RecNet/train_accuracy,36,99.8566665649414,1771125929.8203328
RecNet/train_accuracy,37,99.94833374023438,1771125948.1699693
RecNet/train_accuracy,38,99.99333190917969,1771125965.7161853
RecNet/train_accuracy,39,99.69166564941406,1771125984.3728073
RecNet/test_accuracy_epoch,4,0.9815999865531921,1771125323.3196523
RecNet/test_accuracy_epoch,9,0.9815999865531921,1771125419.3943331
RecNet/test_accuracy_epoch,14,0.9854000210762024,1771125515.0260186
RecNet/test_accuracy_epoch,19,0.9865000247955322,1771125610.960548
RecNet/test_accuracy_epoch,24,0.9864000082015991,1771125706.1391373
RecNet/test_accuracy_epoch,29,0.98580002784729,1771125798.8248823
RecNet/test_accuracy_epoch,34,0.9883999824523926,1771125893.8084412
RecNet/test_accuracy_epoch,39,0.9871000051498413,1771125986.7209477
RecNet/test_auc_epoch,4,0.9997566938400269,1771125323.319679
RecNet/test_auc_epoch,9,0.9995828866958618,1771125419.3943532
RecNet/test_auc_epoch,14,0.9997150897979736,1771125515.0260377
RecNet/test_auc_epoch,19,0.9998228549957275,1771125610.9605668
RecNet/test_auc_epoch,24,0.9998061656951904,1771125706.1391568
RecNet/test_auc_epoch,29,0.9998078346252441,1771125798.824901
RecNet/test_auc_epoch,34,0.9999073147773743,1771125893.8084595
RecNet/test_auc_epoch,39,0.9998801946640015,1771125986.7209675
RecNet/test_accuracy,0,0.9871000051498413,1771125986.7211912
